#@title=Mock tracker cell plasma propagation time (PPT) table for test only
#@author=F.Mauger
#@date=2026-03-19
#cell_num;start_time;stop_time;ppt_type;ppt[ns];ppt_error[ns]
0;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
1;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
2;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
3;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
4;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
5;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
6;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
7;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
8;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
9;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
10;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
11;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
12;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
13;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
14;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
15;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
16;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
17;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
18;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
19;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
20;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
21;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
22;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
23;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
24;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
25;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
26;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
27;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
28;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
29;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
30;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
31;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
32;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
33;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
34;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
35;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
36;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
37;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
38;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
39;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
40;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
41;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
42;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
43;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
44;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
45;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
46;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
47;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
48;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
49;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
50;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
51;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
52;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
53;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
54;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
55;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
56;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
57;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
58;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
59;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
60;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
61;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
62;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
63;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
64;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
65;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
66;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
67;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
68;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
69;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
70;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
71;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
72;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
73;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
74;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
75;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
76;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
77;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
78;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
79;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
80;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
81;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
82;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
83;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
84;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
85;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
86;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
87;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
88;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
89;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
90;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
91;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
92;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
93;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
94;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
95;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
96;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
97;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
98;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
99;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
100;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
101;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
102;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
103;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
104;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
105;2025-04-01 00:00:00;2026-04-01 00:00:00;normal;55250.0;1250.0
