#@length_unit mm
# This polycone building mode use an interpolation scheme
# to generate inner and outer surfaces from the following list
# of points [z ; r(outer envelope)]:
#@skin_thickness 1.0
#@skin_step      5
-89.0   0.0
-88.6620966041   36.1284296556
-88.511917317   36.6514886165
-87.6483864164   36.9877408056
-86.6722210504   37.3239929947
-85.9964142586   37.4734384121
-85.9964142586   38.631640397
-85.8462349715   39.7898423818
-85.5083315756   40.7985989492
-84.8325247838   41.6205487449
-84.0065387049   41.956800934
-83.180552626   42.2930531232
-81.6787597553   42.4424985406
-1.03248259861   42.4424985406
1.29529635098   42.7787507297
4.29888209239   43.7875072971
5.80067496309   44.945709282
7.6403712297   46.4401634559
9.29234338747   48.5697606538
10.981860367   50.8861646235
12.4836532377   53.0531231757
13.9854461084   54.6970227671
16.1255009492   56.3782837128
17.8150179287   57.685931115
19.8048934824   58.8441330998
21.644589749   60.039696439
23.2965619068   60.8616462347
25.2864374605   61.6835960304
27.9521198059   62.505545826
30.4676228644   63.1780502043
33.6213878928   63.6637478109
36.9628770302   64.0
40.3043661675   64.0
43.1202278   64.0
48.0010546298   63.7758318739
51.4927230542   63.252772913
54.4587639738   62.3561004086
57.4623497152   61.1978984238
59.9778527737   59.7034442499
62.4558110103   58.2089900759
65.2716726429   55.7057793345
68.0875342755   53.0531231757
70.6030373339   50.0642148278
72.5929128876   47.5983654407
74.8456021936   45.0204319907
76.9856570344   42.1809690601
79.0130774098   38.8558085231
80.8527736764   35.7174547577
82.5047458342   31.9439579685
83.8188145961   28.5814360771
84.9827040709   25.2936368943
85.9964142586   21.4827787507
86.5220417633   19.2410974898
87.0101244463   16.4016345593
87.6859312381   12.9270286048
87.9862898123   9.86339754816
88.3241932082   6.79976649154
88.511917317   3.73613543491
89.0   0.448336252189
